FIPS,County,State,Longitude,Latitude,Population,cases
6029,Kern,California,-118.7301,35.3426,910433,0
48215,Hidalgo,Texas,-98.1812,26.3969,880921,0
26099,Macomb,Michigan,-82.9323,42.6957,877624,0
48141,El Paso,Texas,-106.2348,31.7686,866275,0
25027,Worcester,Massachusetts,-71.9077,42.3514,861664,0
34023,Middlesex,New Jersey,-74.4117,40.4392,861535,0
42091,Montgomery,Pennsylvania,-75.3673,40.2108,861225,1
48157,Fort Bend,Texas,-95.7709,29.5275,859721,0
34013,Essex,New Jersey,-74.2481,40.788,854130,0
24005,Baltimore,Maryland,-76.6395,39.4629,849586,0
6111,Ventura,California,-119.0836,34.4561,838259,0
6075,San Francisco,California,-122.445,37.7556,836321,0
53061,Snohomish,Washington,-121.6972,48.0474,834648,1
39061,Hamilton,Ohio,-84.5428,39.1955,827878,0
25009,Essex,Massachusetts,-70.9524,42.6732,807258,0
41051,Multnomah,Oregon,-122.4149,45.5468,803863,0
40109,Oklahoma,Oklahoma,-97.4072,35.5515,800487,2
12071,Lee,Florida,-81.8332,26.578,792692,0
6077,San Joaquin,California,-121.2714,37.9348,787416,0
25025,Suffolk,Massachusetts,-71.0735,42.3329,782172,0
21111,Jefferson,Kentucky,-85.6591,38.1872,777392,0
13067,Cobb,Georgia,-84.5767,33.9416,769152,0
13089,DeKalb,Georgia,-84.2264,33.7716,762105,0
12105,Polk,Florida,-81.6976,27.9489,760961,0
36055,Monroe,New York,-77.6961,43.1464,754068,0
6081,San Mateo,California,-122.3291,37.4228,745100,0
8041,El Paso,Colorado,-104.5254,38.8321,736008,0
25021,Norfolk,Massachusetts,-71.2118,42.1603,724540,0
29095,Jackson,Missouri,-94.3461,39.0085,717021,0
8031,Denver,Colorado,-104.8758,39.762,713734,0
17097,Lake,Illinois,-88.0037,42.3233,711885,0
34017,Hudson,New Jersey,-74.0751,40.7408,710478,0
47037,Davidson,Tennessee,-86.7848,36.1695,709846,0
17197,Will,Illinois,-87.9786,41.445,698450,0
49049,Utah,Utah,-111.6702,40.1199,683622,0
35001,Bernalillo,New Mexico,-106.6702,35.0514,674357,0
40143,Tulsa,Oklahoma,-95.9415,36.1211,673708,2
11001,District of Columbia,District of Columbia,-77.0163,38.9047,672079,0
1073,Jefferson,Alabama,-86.8964,33.5543,669744,0
44007,Providence,Rhode Island,-71.58,41.8721,658977,1
26081,Kent,Michigan,-85.5493,43.0322,658844,0
8005,Arapahoe,Colorado,-104.3393,39.6498,655709,0
48339,Montgomery,Texas,-95.503,30.3002,654722,0
34029,Ocean,New Jersey,-74.2814,39.8856,646434,0
42017,Bucks,Pennsylvania,-75.1069,40.337,645993,0
48491,Williamson,Texas,-97.6004,30.6475,643889,0
34025,Monmouth,New Jersey,-74.2216,40.26,643615,0
9190,Western Connecticut,Connecticut,-73.4475,41.3225,621232,0
12009,Brevard,Florida,-80.7323,28.2937,620533,0
20091,Johnson,Kansas,-94.8223,38.8838,614764,0
41067,Washington,Oregon,-123.0984,45.5601,600266,0
24003,Anne Arundel,Maryland,-76.6051,39.0065,590936,0
12101,Pasco,Florida,-82.392,28.3092,588758,0
31055,Douglas,Nebraska,-96.1543,41.2953,585461,0
8059,Jefferson,Colorado,-105.2505,39.5864,579715,0
25005,Bristol,Massachusetts,-71.1145,41.7972,578436,0
24510,Baltimore,Maryland,-76.6144,39.3051,577193,0
42045,Delaware,Pennsylvania,-75.3991,39.9167,576195,0
10003,New Castle,Delaware,-75.6527,39.5768,573030,0
34039,Union,New Jersey,-74.31,40.6601,572549,0
12127,Volusia,Florida,-81.1819,29.0584,568229,0
9170,South Central Connecticut,Connecticut,-72.8445,41.3613,566803,0
55025,Dane,Wisconsin,-89.4181,43.0673,564777,0
42071,Lancaster,Pennsylvania,-76.2477,40.0424,555151,0
6099,Stanislaus,California,-120.9977,37.5591,552250,0
27123,Ramsey,Minnesota,-93.0996,45.0171,544438,0
53063,Spokane,Washington,-117.404,47.6207,544323,0
37081,Guilford,North Carolina,-79.7889,36.0795,542987,0
42029,Chester,Pennsylvania,-75.7484,39.9731,540896,0
39153,Summit,Ohio,-81.5322,41.126,538087,0
45045,Greenville,South Carolina,-82.3706,34.8941,537575,0
39113,Montgomery,Ohio,-84.2907,39.7547,535528,0
25023,Plymouth,Massachusetts,-70.8115,41.9511,531889,0
20173,Sedgwick,Kansas,-97.461,37.6848,524810,0
8001,Adams,Colorado,-104.3379,39.8736,524408,0
34007,Camden,New Jersey,-74.9597,39.8035,524042,0
34031,Passaic,New Jersey,-74.3009,41.0344,518289,0
17089,Kane,Illinois,-88.4286,41.9388,516097,0
53011,Clark,Washington,-122.4825,45.7792,510516,0
34027,Morris,New Jersey,-74.5445,40.862,510375,0
16001,Ada,Idaho,-116.2412,43.4511,508052,0
18089,Lake,Indiana,-87.3821,41.4167,498990,0
19153,Polk,Iowa,-93.5734,41.6854,497441,0
36085,Richmond,New York,-74.1531,40.5808,492734,0
32031,Washoe,Nevada,-119.6643,40.6655,491770,0
47093,Knox,Tennessee,-83.9371,35.9932,487401,0
6097,Sonoma,California,-122.8882,38.529,485642,0
51153,Prince William,Virginia,-77.4809,38.7029,484625,0
6107,Tulare,California,-118.8005,36.2202,475774,0
12117,Seminole,Florida,-81.2363,28.717,474912,0
36067,Onondaga,New York,-76.1946,43.0058,471611,0
34005,Burlington,New Jersey,-74.6681,39.8777,464226,0
25013,Hampden,Massachusetts,-72.6316,42.1351,462853,0
42133,York,Pennsylvania,-76.7265,39.92,459312,0
51810,Virginia Beach,Virginia,-76.0435,36.7335,457066,0
22033,East Baton Rouge,Louisiana,-91.0956,30.5383,452821,0
9140,Naugatuck Valley,Connecticut,-73.086,41.5231,452303,0
6095,Solano,California,-121.9328,38.27,450824,0
4021,Pinal,Arizona,-111.3448,32.9044,449219,0
12115,Sarasota,Florida,-82.3315,27.1845,449011,0
6083,Santa Barbara,California,-120.0169,34.6729,443975,0
27037,Dakota,Minnesota,-93.0654,44.6719,442204,0
6053,Monterey,California,-121.2388,36.2171,435834,0
22051,Jefferson,Louisiana,-90.1276,29.7882,432484,0
42011,Berks,Pennsylvania,-75.926,40.4163,429989,0
39095,Lucas,Ohio,-83.6589,41.6197,428748,0
51107,Loudoun,Virginia,-77.6357,39.0907,427082,0
33011,Hillsborough,New Hampshire,-71.7161,42.9153,424732,0
48061,Cameron,Texas,-97.5186,26.1332,423192,0
41005,Clackamas,Oregon,-122.2208,45.188,422308,0
45079,Richland,South Carolina,-80.9031,34.0218,418725,0
12081,Manatee,Florida,-82.3153,27.4719,416020,0
45019,Charleston,South Carolina,-79.953,32.8348,414711,0
1097,Mobile,Alabama,-88.2058,30.7877,413162,0
6061,Placer,California,-120.7177,39.0634,412435,0
29183,St. Charles,Missouri,-90.6749,38.782,409830,0
55133,Waukesha,Wisconsin,-88.3045,43.0182,409040,0
12097,Osceola,Florida,-81.1495,28.0626,406943,0
26049,Genesee,Michigan,-83.7067,43.0217,404087,0
36071,Orange,New York,-74.3056,41.4022,403840,0
5119,Pulaski,Arkansas,-92.312,34.77,398949,0
12069,Lake,Florida,-81.7113,28.7615,398696,0
1089,Madison,Alabama,-86.5502,34.7631,397135,0
39017,Butler,Ohio,-84.5756,39.4386,389910,0
18003,Allen,Indiana,-85.0665,41.0909,388791,0
12083,Marion,Florida,-82.0567,29.2102,387697,0
12021,Collier,Florida,-81.3474,26.1108,387681,0
37067,Forsyth,North Carolina,-80.2563,36.1306,386740,0
34021,Mercer,New Jersey,-74.7018,40.2834,383286,0
41039,Lane,Oregon,-122.8479,43.9387,382628,0
48039,Brazoria,Texas,-95.4521,29.1898,381650,0
48027,Bell,Texas,-97.4788,31.0373,379811,0
22071,Orleans,Louisiana,-89.9289,30.0687,376035,0
42077,Lehigh,Pennsylvania,-75.5923,40.6127,375408,0
39151,Stark,Ohio,-81.3656,40.8139,373764,0
51041,Chesterfield,Virginia,-77.587,37.3785,371610,0
47065,Hamilton,Tennessee,-85.1648,35.1808,370913,0
45051,Horry,South Carolina,-78.9969,33.9216,368937,0
26161,Washtenaw,Michigan,-83.8388,42.2532,368394,0
8035,Douglas,Colorado,-104.9293,39.3298,368283,0
27003,Anoka,Minnesota,-93.2465,45.2733,367095,0
49011,Davis,Utah,-112.1115,40.99,366742,0
8069,Larimer,Colorado,-105.4611,40.6664,363561,0
18057,Hamilton,Indiana,-86.052,40.0725,357176,0
48167,Galveston,Texas,-94.9642,29.3944,354721,0
42129,Westmoreland,Pennsylvania,-79.4668,40.3109,353345,0
48355,Nueces,Texas,-97.6134,27.7254,352829,0
47149,Rutherford,Tennessee,-86.4167,35.8427,351591,0
41047,Marion,Oregon,-122.5846,44.9033,346532,0
12111,St. Lucie,Florida,-80.4721,27.3773,346237,0
34035,Somerset,New Jersey,-74.6164,40.5635,346203,0
8123,Weld,Colorado,-104.3925,40.5548,340711,0
36087,Rockland,New York,-74.0242,41.1525,338936,0
45083,Spartanburg,South Carolina,-81.9908,34.9309,338096,0
37051,Cumberland,North Carolina,-78.8277,35.0487,336749,0
51087,Henrico,Virginia,-77.4059,37.538,334434,0
24027,Howard,Maryland,-76.9312,39.2507,333916,1
37063,Durham,North Carolina,-78.8766,36.036,329405,0
8013,Boulder,Colorado,-105.3577,40.0925,328317,0
9120,Greater Bridgeport,Connecticut,-73.2314,41.2428,326296,0
42079,Luzerne,Pennsylvania,-75.9892,41.177,325978,0
31109,Lancaster,Nebraska,-96.6878,40.7842,323673,0
12033,Escambia,Florida,-87.363,30.669,323275,0
21067,Fayette,Kentucky,-84.4587,38.0423,321122,0
33015,Rockingham,New Hampshire,-71.1254,42.9876,317163,0
42095,Northampton,Pennsylvania,-75.3076,40.7542,315927,0
36001,Albany,New York,-73.9736,42.6002,315374,0
48303,Lubbock,Texas,-101.8205,33.6102,314633,8
39093,Lorain,Ohio,-82.151,41.2956,314588,0
17111,McHenry,Illinois,-88.4523,42.3244,311366,0
23005,Cumberland,Maine,-70.3996,43.8466,305940,0
34015,Gloucester,New Jersey,-75.1414,39.7173,304504,0
29077,Greene,Missouri,-93.342,37.2581,301121,0
45063,Lexington,South Carolina,-81.2722,33.9023,300370,0
13063,Clayton,Georgia,-84.3576,33.542,298771,0
26139,Ottawa,Michigan,-85.996,42.9599,298614,0
13051,Chatham,Georgia,-81.1329,32.0043,298143,0
40027,Cleveland,Oklahoma,-97.3265,35.2031,297545,0
36027,Dutchess,New York,-73.7429,41.7652,297144,0
53067,Thurston,Washington,-122.8333,46.9256,296640,0
12073,Leon,Florida,-84.2779,30.458,295335,0
5007,Benton,Arkansas,-94.2561,36.3387,294541,0
29510,St. Louis,Missouri,-90.2451,38.6358,293109,0
12109,St. Johns,Florida,-81.4407,29.9016,292243,0
2020,Anchorage,Alaska,-149.1082,61.1498,289069,0
45091,York,South Carolina,-81.1845,34.9748,288559,0
42043,Dauphin,Pennsylvania,-76.7794,40.4155,287484,0
6047,Merced,California,-120.7177,37.1919,285597,0
17201,Winnebago,Illinois,-89.1609,42.3363,283289,0
26065,Ingham,Michigan,-84.3735,42.5971,282015,0
12001,Alachua,Florida,-82.3577,29.6747,281751,0
6079,San Luis Obispo,California,-120.4043,35.3871,281486,0
24021,Frederick,Maryland,-77.398,39.4722,280341,0
9180,Southeastern Connecticut,Connecticut,-72.1,41.5023,279025,0
53035,Kitsap,Washington,-122.6762,47.6127,276581,0
34001,Atlantic,New Jersey,-74.6613,39.4778,274704,0
13057,Cherokee,Georgia,-84.4762,34.244,274539,0
18141,St. Joseph,Indiana,-86.2899,41.6166,272574,0
27163,Washington,Minnesota,-92.8838,45.0388,272298,0
37021,Buncombe,North Carolina,-82.5301,35.6112,271790,0
42049,Erie,Pennsylvania,-80.0327,41.9925,269544,0
55009,Brown,Wisconsin,-88.0037,44.4525,269425,0
22103,St. Tammany,Louisiana,-89.9584,30.4103,269331,0
48479,Webb,Texas,-99.3315,27.7611,267731,0
49057,Weber,Utah,-111.9134,41.2698,266183,0
6087,Santa Cruz,California,-122.0018,37.0562,266021,0
17119,Madison,Illinois,-89.9049,38.8297,264631,0
42041,Cumberland,Pennsylvania,-77.2655,40.1636,264422,0
48309,McLennan,Texas,-97.2018,31.5524,263608,0
24025,Harford,Maryland,-76.3171,39.5611,262509,0
26077,Kalamazoo,Michigan,-85.5312,42.2455,261437,0
13117,Forsyth,Georgia,-84.1251,34.2255,260062,0
6041,Marin,California,-122.7236,38.0735,258765,0
53077,Yakima,Washington,-120.7385,46.4571,256605,0
48209,Hays,Texas,-98.0312,30.0579,256429,0
29047,Clay,Missouri,-94.4209,39.3105,255566,0
17163,St. Clair,Illinois,-89.9284,38.4703,254777,0
47187,Williamson,Tennessee,-86.8986,35.8938,254609,0
48245,Jefferson,Texas,-94.1629,29.8841,253939,0
5143,Washington,Arkansas,-94.2156,35.9791,251863,0
51550,Chesapeake,Virginia,-76.3023,36.6778,251153,0
10005,Sussex,Delaware,-75.39,38.6606,247799,0
39165,Warren,Ohio,-84.1668,39.4277,246364,0
13151,Henry,Georgia,-84.1542,33.453,245417,0
22055,Lafayette,Louisiana,-92.0639,30.2068,245075,0
37179,Union,North Carolina,-80.5307,34.9884,244975,0
16027,Canyon,Idaho,-116.7093,43.6251,242405,0
4025,Yavapai,Arizona,-112.5537,34.5998,241656,0
1003,Baldwin,Alabama,-87.7226,30.7277,239945,0
45015,Berkeley,South Carolina,-79.9522,33.1973,238723,0
48423,Smith,Texas,-95.2692,32.375,238014,0
48041,Brazos,Texas,-96.3024,30.6608,237980,0
36091,Saratoga,New York,-73.8639,43.1074,237075,0
51013,Arlington,Virginia,-77.1011,38.8786,235463,0
51710,Norfolk,Virginia,-76.257,36.8947,235037,0
1125,Tuscaloosa,Alabama,-87.5251,33.2896,234036,0
22017,Caddo,Louisiana,-93.8823,32.5806,232973,0
39085,Lake,Ohio,-81.2372,41.6963,232101,0
37071,Gaston,North Carolina,-81.1803,35.2944,231485,0
37025,Cabarrus,North Carolina,-80.5519,35.3868,231262,0
37129,New Hanover,North Carolina,-77.8848,34.2329,231214,0
25001,Barnstable,Massachusetts,-70.2903,41.7244,230073,0
36065,Oneida,New York,-75.4358,43.2418,229645,0
19113,Linn,Iowa,-91.599,42.079,229463,0
53073,Whatcom,Washington,-121.7199,48.8259,228432,0
29099,Jefferson,Missouri,-90.5377,38.261,228227,0
47125,Montgomery,Tennessee,-87.3828,36.4969,227957,0
51760,Richmond,Virginia,-77.4756,37.5294,227595,0
1101,Montgomery,Alabama,-86.2076,32.2203,227197,0
39099,Mahoning,Ohio,-80.7763,41.0146,227063,0
1117,Shelby,Alabama,-86.6607,33.2643,226955,0
37101,Johnston,North Carolina,-78.3657,35.5178,226623,0
12019,Clay,Florida,-81.8579,29.9831,223436,0
41029,Jackson,Oregon,-122.7285,42.4322,222563,0
28049,Hinds,Mississippi,-90.4429,32.2667,222494,0
35013,Doña Ana,New Mexico,-106.8328,32.3526,221665,0
39041,Delaware,Ohio,-83.0049,40.2784,221160,0
6113,Yolo,California,-121.9011,38.6866,217782,0
4015,Mohave,Arizona,-113.7579,35.7041,217420,0
42069,Lackawanna,Pennsylvania,-75.6092,41.4367,215834,0
23031,York,Maine,-70.7144,43.4782,214731,0
12091,Okaloosa,Florida,-86.5917,30.6913,214281,0
36063,Niagara,New York,-78.7452,43.2001,211341,0
53005,Benton,Washington,-119.5112,46.2398,210224,0
39025,Clermont,Ohio,-84.1517,39.0476,209862,0
42125,Washington,Pennsylvania,-80.2483,40.1894,209778,0
6007,Butte,California,-121.6007,39.6669,209470,0
28047,Harrison,Mississippi,-89.116,30.5122,209443,0
22019,Calcasieu,Louisiana,-93.3581,30.2293,208668,0
37133,Onslow,North Carolina,-77.4322,34.7322,208537,0
13139,Hall,Georgia,-83.8195,34.3171,208395,0
4027,Yuma,Arizona,-113.9056,32.7695,207685,0
45007,Anderson,South Carolina,-82.6378,34.5193,207218,0
18039,Elkhart,Indiana,-85.8587,41.5974,206868,0
17019,Champaign,Illinois,-88.1992,40.1401,206098,0
13245,Richmond,Georgia,-82.0736,33.3596,206040,0
13215,Muscogee,Georgia,-84.8771,32.51,204383,0
48139,Ellis,Texas,-96.7947,32.3484,203927,0
15001,Hawaii,Hawaii,-155.5183,19.5984,203684,0
41017,Deschutes,Oregon,-121.2281,43.915,203026,0
12053,Hernando,Florida,-82.424,28.5537,201512,0
39155,Trumbull,Ohio,-80.7613,41.317,201367,0
46099,Minnehaha,South Dakota,-96.7915,43.6742,200689,0
47165,Sumner,Tennessee,-86.4606,36.469,200553,0
27137,St. Louis,Minnesota,-92.4707,47.6031,200056,0
36007,Broome,New York,-75.8196,42.1602,197738,0
55101,Racine,Wisconsin,-88.0613,42.7475,196888,0
42019,Butler,Pennsylvania,-79.9133,40.912,195870,0
17167,Sangamon,Illinois,-89.6589,39.7582,195217,0
26093,Livingston,Michigan,-83.9115,42.6029,195143,0
12015,Charlotte,Florida,-81.9114,26.9058,195083,0
31153,Sarpy,Nebraska,-96.112,41.1129,194051,0
12113,Santa Rosa,Florida,-87.0219,30.7004,193719,0
6017,El Dorado,California,-120.5247,38.7787,192299,0
45013,Beaufort,South Carolina,-80.7306,32.3857,192123,0
37097,Iredell,North Carolina,-80.8734,35.8071,191800,0
55087,Outagamie,Wisconsin,-88.4649,44.4161,191537,0
49053,Washington,Utah,-113.5048,37.2804,189827,0
38017,Cass,North Dakota,-97.248,46.933,189286,0
26145,Saginaw,Michigan,-84.0532,43.335,189210,0
48251,Johnson,Texas,-97.3665,32.379,188820,0
28033,DeSoto,Mississippi,-89.9912,34.8753,188598,0
18157,Tippecanoe,Indiana,-86.8941,40.3886,187399,0
29019,Boone,Missouri,-92.3097,38.9906,185874,0
10001,Kent,Delaware,-75.5686,39.086,185043,0
51700,Newport News,Virginia,-76.5181,37.105,184774,0
39103,Medina,Ohio,-81.8997,41.1176,183049,0
36111,Ulster,New York,-74.2586,41.8881,182109,0
6089,Shasta,California,-122.0405,40.7637,181554,0
12005,Bay,Florida,-85.6203,30.2652,181368,0
39089,Licking,Ohio,-82.4831,40.0916,180311,0
18163,Vanderburgh,Indiana,-87.5859,38.0249,179908,0
17143,Peoria,Illinois,-89.7601,40.788,179831,0
18063,Hendricks,Indiana,-86.51,39.7695,179379,0
6025,Imperial,California,-115.3653,33.0395,179319,0
48187,Guadalupe,Texas,-97.9486,29.5831,178368,0
20177,Shawnee,Kansas,-95.7565,39.0415,178315,0
54039,Kanawha,West Virginia,-81.5281,38.3365,178198,0
16055,Kootenai,Idaho,-116.7018,47.6744,177736,0
1081,Lee,Alabama,-85.3555,32.6011,177663,0
26121,Muskegon,Michigan,-86.152,43.2912,175378,0
9130,Lower Connecticut River Valley,Connecticut,-72.5073,41.45,174983,0
48091,Comal,Texas,-98.2783,29.8082,174552,0
24013,Carroll,Maryland,-77.0225,39.5629,174318,0
19163,Scott,Iowa,-90.6232,41.6371,174302,0
13223,Paulding,Georgia,-84.8673,33.9206,174292,0
37001,Alamance,North Carolina,-79.3995,36.0437,174286,0
18127,Porter,Indiana,-87.0672,41.4603,174150,0
37147,Pitt,North Carolina,-77.3745,35.5933,172279,0
45003,Aiken,South Carolina,-81.6347,33.5443,171949,0
48329,Midland,Texas,-102.0316,31.8691,171496,1
55139,Winnebago,Wisconsin,-88.6446,44.0689,171357,0
37057,Davidson,North Carolina,-80.2128,35.7933,171063,0
17113,McLean,Illinois,-88.8473,40.4909,170882,0
44003,Kent,Rhode Island,-71.5932,41.6722,170658,0
21117,Kenton,Kentucky,-84.5333,38.9334,169817,0
50007,Chittenden,Vermont,-73.0813,44.4611,168831,0
8101,Pueblo,Colorado,-104.5127,38.1735,168726,0
24017,Charles,Maryland,-76.9922,38.5073,168710,0
39057,Greene,Ohio,-83.8899,39.6915,168531,0
55059,Kenosha,Wisconsin,-88.0424,42.5769,168413,0
42089,Monroe,Pennsylvania,-75.3395,41.0581,167784,0
30111,Yellowstone,Montana,-108.2744,45.9373,167340,0
20209,Wyandotte,Kansas,-94.7646,39.1146,167277,0
42007,Beaver,Pennsylvania,-80.3493,40.6823,166993,0
13153,Houston,Georgia,-83.6662,32.459,166902,0
15009,Maui,Hawaii,-156.565,20.8596,164632,0
45035,Dorchester,South Carolina,-80.4068,33.0794,164322,0
18081,Johnson,Indiana,-86.1016,39.49,163983,0
55105,Rock,Wisconsin,-89.0716,42.6712,163944,0
12061,Indian River,Florida,-80.6064,27.6943,163856,0
27109,Olmsted,Minnesota,-92.4018,44.0038,163425,0
48135,Ector,Texas,-102.5429,31.8692,163206,2
40017,Canadian,Oklahoma,-97.9824,35.5424,162621,0
37035,Catawba,North Carolina,-81.2151,35.662,162051,0
39133,Portage,Ohio,-81.1974,41.1677,161421,0
39045,Fairfield,Ohio,-82.6306,39.7516,161289,0
48257,Kaufman,Texas,-96.2878,32.5993,160718,0
51179,Stafford,Virginia,-77.458,38.4207,160520,0
12085,Martin,Florida,-80.4315,27.0775,160464,0
36083,Rensselaer,New York,-73.5097,42.7111,160341,0
26075,Jackson,Michigan,-84.4234,42.2485,160187,0
26147,St. Clair,Michigan,-82.6806,42.9341,160089,0
47163,Sullivan,Tennessee,-82.3042,36.5129,159693,0
13073,Columbia,Georgia,-82.2641,33.5441,159638,0
36093,Schenectady,New York,-74.0586,42.8181,159603,0
27145,Stearns,Minnesota,-94.6131,45.5522,159358,0
22073,Ouachita,Louisiana,-92.1549,32.4784,158916,0
6039,Madera,California,-119.7627,37.218,158790,0
12017,Citrus,Florida,-82.4794,28.8489,158693,0
28121,Rankin,Mississippi,-89.9458,32.2641,158218,0
48367,Parker,Texas,-97.8051,32.7776,158079,0
42027,Centre,Pennsylvania,-77.8199,40.9189,158041,0
8077,Mesa,Colorado,-108.4664,39.0183,157316,0
51510,Alexandria,Virginia,-77.0861,38.8185,156788,0
42055,Franklin,Pennsylvania,-77.7213,39.9274,156626,0
25015,Hampshire,Massachusetts,-72.6638,42.3402,156595,0
13021,Bibb,Georgia,-83.6974,32.8065,156543,0
35049,Santa Fe,New Mexico,-105.9763,35.5069,155175,0
24043,Washington,Maryland,-77.814,39.6036,155033,0
33013,Merrimack,New Hampshire,-71.6802,43.2975,155018,0
26115,Monroe,Michigan,-83.5394,41.9291,155001,0
19103,Johnson,Iowa,-91.5881,41.6715,154881,0
47189,Wilson,Tennessee,-86.2973,36.1547,153587,0
23019,Penobscot,Maine,-68.6495,45.4006,153571,0
26021,Berrien,Michigan,-86.4123,41.9547,153411,0
27139,Scott,Minnesota,-93.5359,44.6485,152957,0
34011,Cumberland,New Jersey,-75.1107,39.3739,152915,0
6031,Kings,California,-119.8155,36.0752,152830,0
35043,Sandoval,New Mexico,-106.8659,35.6886,151538,0
13077,Coweta,Georgia,-84.7634,33.3534,150071,0
37159,Rowan,North Carolina,-80.5247,35.6394,148487,0
37135,Orange,North Carolina,-79.1207,36.0611,147292,0
13097,Douglas,Georgia,-84.7679,33.7019,146141,0
37019,Brunswick,North Carolina,-78.2383,34.0715,145889,0
22063,Livingston,Louisiana,-90.7279,30.4401,145583,0
37151,Randolph,North Carolina,-79.806,35.7103,145322,0
27171,Wright,Minnesota,-93.963,45.174,145270,0
34037,Sussex,New Jersey,-74.6909,41.1393,145117,0
4005,Coconino,Arizona,-111.7705,35.8387,144643,0
28059,Jackson,Mississippi,-88.6358,30.5425,144437,0
48441,Taylor,Texas,-99.8901,32.3015,144259,0
51177,Spotsylvania,Virginia,-77.6561,38.1851,143876,0
48381,Randall,Texas,-101.897,34.9659,143791,0
42075,Lebanon,Pennsylvania,-76.4577,40.3672,143592,0
42107,Schuylkill,Pennsylvania,-76.216,40.7058,143259,0
17161,Rock Island,Illinois,-90.5674,41.4673,142995,0
48181,Grayson,Texas,-96.6777,33.6268,139988,0
18105,Monroe,Indiana,-86.5231,39.1609,139822,0
55073,Marathon,Wisconsin,-89.7591,44.8983,138067,0
47009,Blount,Tennessee,-83.9255,35.6872,137747,0
21015,Boone,Kentucky,-84.7278,38.9699,137676,0
21227,Warren,Kentucky,-86.4238,36.9936,137549,0
12119,Sumter,Florida,-82.081,28.7048,137536,0
51650,Hampton,Virginia,-76.3632,37.0554,137334,0
55131,Washington,Wisconsin,-88.2307,43.3685,137320,0
49005,Cache,Utah,-111.7436,41.7225,137031,0
45041,Florence,South Carolina,-79.703,34.0245,136921,0
37085,Harnett,North Carolina,-78.8693,35.3689,136503,0
6055,Napa,California,-122.3306,38.507,136070,0
39023,Clark,Ohio,-83.7844,39.9167,135445,0
6023,Humboldt,California,-123.8756,40.6993,135418,0
22105,Tangipahoa,Louisiana,-90.4057,30.6266,135218,0
17093,Kendall,Illinois,-88.4288,41.5906,135053,0
47179,Washington,Tennessee,-82.4974,36.2933,134693,0
26025,Calhoun,Michigan,-85.0056,42.2465,133846,0
45077,Pickens,South Carolina,-82.7253,34.8873,132604,0
42021,Cambria,Pennsylvania,-78.7134,40.4951,132355,0
39173,Wood,Ohio,-83.623,41.3617,131795,0
33017,Strafford,New Hampshire,-71.0288,43.297,131743,0
18095,Madison,Indiana,-85.7194,40.1616,130949,0
19013,Black Hawk,Iowa,-92.3088,42.4701,130693,0
17179,Tazewell,Illinois,-89.5135,40.5075,130555,0
53057,Skagit,Washington,-121.729,48.4795,130407,0
44009,Washington,Rhode Island,-71.6226,41.4697,130073,0
48485,Wichita,Texas,-98.7035,33.988,129842,0
41043,Linn,Oregon,-122.5343,44.4887,129794,0
34019,Hunterdon,New Jersey,-74.9122,40.5673,129448,0
13059,Clarke,Georgia,-83.3673,33.9512,129267,0
22015,Bossier,Louisiana,-93.6049,32.6784,129134,0
22005,Ascension,Louisiana,-90.9113,30.2036,128593,0
22079,Rapides,Louisiana,-92.5332,31.1986,128470,0
5131,Sebastian,Arkansas,-94.2743,35.1989,128448,0
25003,Berkshire,Massachusetts,-73.2063,42.3707,128047,0
16019,Bonneville,Idaho,-111.6148,43.3877,127056,0
42051,Fayette,Pennsylvania,-79.6474,39.9201,126967,0
36013,Chautauqua,New York,-79.3663,42.2281,126329,0
54003,Berkeley,West Virginia,-78.0275,39.4641,126165,0
5045,Faulkner,Arkansas,-92.332,35.147,126001,0
5125,Saline,Arkansas,-92.6766,34.6466,125724,0
23011,Kennebec,Maine,-69.7673,44.4091,125614,0
4003,Cochise,Arizona,-109.7512,31.8796,125458,0
39139,Richland,Ohio,-82.5365,40.7747,125138,0
48183,Gregg,Texas,-94.817,32.4805,124860,0
1103,Morgan,Alabama,-86.8529,34.4535,123742,0
29097,Jasper,Missouri,-94.3406,37.2036,123532,0
18019,Clark,Indiana,-85.7073,38.4772,122800,0
30031,Gallatin,Montana,-111.1704,45.5404,122194,0
13045,Carroll,Georgia,-85.0798,33.5828,122187,0
42013,Blair,Pennsylvania,-78.3483,40.4811,121854,0
12035,Flagler,Florida,-81.3136,29.4614,121710,0
40031,Comanche,Oklahoma,-98.4717,34.6621,121699,0
35045,San Juan,New Mexico,-108.3206,36.5085,121178,0
26005,Allegan,Michigan,-85.8883,42.5913,120913,0
13113,Fayette,Georgia,-84.4943,33.4139,120689,0
55063,La Crosse,Wisconsin,-91.1152,43.9066,120262,0
30063,Missoula,Montana,-113.9237,47.0365,119639,0
20045,Douglas,Kansas,-95.2926,38.8847,119547,0
48451,Tom Green,Texas,-100.4621,31.4044,119398,0
13185,Lowndes,Georgia,-83.2677,30.8338,119055,0
36075,Oswego,New York,-76.1413,43.4269,117945,0
55117,Sheboygan,Wisconsin,-87.9454,43.7212,117783,0
37191,Wayne,North Carolina,-78.004,35.364,117606,0
37089,Henderson,North Carolina,-82.48,35.3363,117387,0
48397,Rockwall,Texas,-96.4079,32.8978,116931,1
37155,Robeson,North Carolina,-79.1039,34.6402,116858,0
48375,Potter,Texas,-101.8939,35.4013,116634,0
