FIPS,County,State,Longitude,Latitude,Population,cases
39169,Wayne,Ohio,-81.888,40.8289,116618,0
1015,Calhoun,Alabama,-85.826,33.7714,116141,0
36045,Jefferson,New York,-75.9203,44.0496,116130,0
13217,Newton,Georgia,-83.8502,33.555,115530,0
24037,St. Mary's,Maryland,-76.6058,38.3024,114372,0
51003,Albemarle,Virginia,-78.5567,38.0229,113683,0
42081,Lycoming,Pennsylvania,-77.0645,41.3434,113570,0
9160,Northwest Hills,Connecticut,-73.2212,41.8469,112848,0
36069,Ontario,New York,-77.2998,42.8528,112405,0
23001,Androscoggin,Maine,-70.2064,44.1658,112323,0
18091,LaPorte,Indiana,-86.74,41.546,112141,0
18035,Delaware,Indiana,-85.3969,40.2275,112109,0
5031,Craighead,Arkansas,-90.6328,35.8308,112097,0
46103,Pennington,South Dakota,-102.8238,44.0037,112081,0
41019,Douglas,Oregon,-123.1665,43.2797,111807,0
51085,Hanover,Virginia,-77.491,37.7601,111652,0
53015,Cowlitz,Washington,-122.681,46.1932,111539,0
21093,Hardin,Kentucky,-85.9634,37.6979,111452,0
13015,Bartow,Georgia,-84.8403,34.2377,111153,0
2170,Matanuska-Susitna,Alaska,-149.5729,62.316,110677,0
28089,Madison,Mississippi,-90.0337,32.6347,110303,0
34041,Warren,New Jersey,-74.9973,40.8572,110238,0
42085,Mercer,Pennsylvania,-80.2577,41.3022,109852,0
47011,Bradley,Tennessee,-84.8596,35.1541,109743,0
39109,Miami,Ohio,-84.2288,40.0535,109549,0
29037,Cass,Missouri,-94.3549,38.647,109393,0
17099,LaSalle,Illinois,-88.8859,41.344,109049,0
26045,Eaton,Michigan,-84.8383,42.5961,109000,0
29165,Platte,Missouri,-94.7738,39.3803,108751,0
27019,Carver,Minnesota,-93.8026,44.8207,108622,0
30029,Flathead,Montana,-114.0497,48.2951,108445,0
41071,Yamhill,Oregon,-123.3081,45.2326,108122,0
36089,St. Lawrence,New York,-75.0691,44.4964,107796,0
4017,Navajo,Arizona,-110.3214,35.3996,107744,0
1069,Houston,Alabama,-85.3025,31.1532,107628,0
1083,Limestone,Alabama,-86.9814,34.8101,107577,0
22109,Terrebonne,Louisiana,-90.8663,29.4148,107362,0
17091,Kankakee,Illinois,-87.8618,41.1377,106833,0
54061,Monongalia,West Virginia,-80.0466,39.6303,106520,0
55035,Eau Claire,Wisconsin,-91.286,44.7268,106328,0
18167,Vigo,Indiana,-87.39,39.4306,106201,0
19193,Woodbury,Iowa,-96.0448,42.3897,105760,0
55127,Walworth,Wisconsin,-88.5419,42.6685,105447,0
29071,Franklin,Missouri,-91.075,38.4111,105316,0
42001,Adams,Pennsylvania,-77.2178,39.8715,105183,0
48231,Hunt,Texas,-96.0855,33.1236,104917,0
47119,Maury,Tennessee,-87.077,35.6169,104855,0
45085,Sumter,South Carolina,-80.3822,33.9162,104853,0
24015,Cecil,Maryland,-75.9407,39.5712,104366,0
19049,Dallas,Iowa,-94.0398,41.6849,104136,0
24045,Wicomico,Maryland,-75.6208,38.3733,104117,0
55039,Fond du Lac,Wisconsin,-88.4883,43.7536,104053,0
12055,Highlands,Florida,-81.341,27.3433,103808,0
26017,Bay,Michigan,-83.9924,43.7075,103235,0
1055,Etowah,Alabama,-86.0348,34.0453,103208,0
21059,Daviess,Kentucky,-87.0873,37.7318,103195,0
13313,Whitfield,Georgia,-84.9672,34.8056,103118,0
36109,Tompkins,New York,-76.4736,42.452,102879,0
37125,Moore,North Carolina,-79.4814,35.3106,102840,0
17115,Macon,Illinois,-88.9616,39.86,102591,0
6057,Nevada,California,-120.7689,39.3013,102452,0
48021,Bastrop,Texas,-97.312,30.1036,102370,0
39003,Allen,Ohio,-84.1058,40.7715,101685,0
39029,Columbiana,Ohio,-80.7772,40.7684,101203,0
37049,Craven,North Carolina,-77.0939,35.1249,101074,0
45057,Lancaster,South Carolina,-80.7054,34.6867,100905,0
56021,Laramie,Wyoming,-104.6895,41.307,100661,0
17037,DeKalb,Illinois,-88.7703,41.8935,100512,0
53025,Grant,Washington,-119.4518,47.2057,100428,0
13297,Walton,Georgia,-83.7339,33.7816,100361,0
37045,Cleveland,North Carolina,-81.5555,35.3341,100170,0
5051,Garland,Arkansas,-93.1504,34.5767,100062,0
27141,Sherburne,Minnesota,-93.7748,45.444,99178,0
51121,Montgomery,Virginia,-80.3872,37.1743,99159,0
38015,Burleigh,North Dakota,-100.4687,46.9775,98986,0
13115,Floyd,Georgia,-85.2143,34.2632,98985,0
6101,Sutter,California,-121.6948,39.0346,98971,0
19061,Dubuque,Iowa,-90.8825,42.4688,98948,0
47113,Madison,Tennessee,-88.8385,35.6081,98845,0
26091,Lenawee,Michigan,-84.0664,41.8951,98823,0
47155,Sevier,Tennessee,-83.5242,35.7846,98802,0
1095,Marshall,Alabama,-86.3066,34.367,98712,0
51770,Roanoke,Virginia,-79.958,37.2785,98677,0
19169,Story,Iowa,-93.465,42.0362,98592,0
48291,Liberty,Texas,-94.8122,30.1516,97993,0
36079,Putnam,New York,-73.7495,41.4267,97988,0
53021,Franklin,Washington,-118.899,46.5347,97676,0
39007,Ashtabula,Ohio,-80.7482,41.7072,97343,1
51740,Portsmouth,Virginia,-76.3554,36.8453,97299,0
40131,Rogers,Oklahoma,-95.6043,36.3715,97235,0
51161,Roanoke,Virginia,-80.068,37.2693,96793,0
22057,Lafourche,Louisiana,-90.4256,29.5662,96670,0
51800,Suffolk,Virginia,-76.6398,36.6953,96638,0
41003,Benton,Oregon,-123.4293,44.4918,96359,0
9150,Northeastern Connecticut,Connecticut,-71.9769,41.827,95829,0
26055,Grand Traverse,Michigan,-85.5605,44.6687,95757,0
2090,Fairbanks North Star,Alaska,-146.5654,64.8078,95555,0
39055,Geauga,Ohio,-81.1786,41.4996,95479,0
37127,Nash,North Carolina,-77.9864,35.9673,95451,0
34009,Cape May,New Jersey,-74.8005,39.1494,95236,0
1077,Lauderdale,Alabama,-87.654,34.9014,95037,0
55109,St. Croix,Wisconsin,-92.4526,45.034,94819,0
12089,Nassau,Florida,-81.8019,30.6107,94653,0
13247,Rockdale,Georgia,-84.0266,33.6542,94293,0
21151,Madison,Kentucky,-84.278,37.7202,94064,0
24009,Calvert,Maryland,-76.5687,38.5434,93791,0
19155,Pottawattamie,Iowa,-95.5423,41.3366,93407,0
51069,Frederick,Virginia,-78.2626,39.2046,93355,0
54011,Cabell,West Virginia,-82.2417,38.4203,93300,0
21037,Campbell,Kentucky,-84.3795,38.9465,93193,0
36101,Steuben,New York,-77.3838,42.2678,93034,0
1115,St. Clair,Alabama,-86.3146,33.7157,92903,0
39157,Tuscarawas,Ohio,-81.4737,40.4409,92585,0
55089,Ozaukee,Wisconsin,-87.9509,43.384,92345,0
48037,Bowie,Texas,-94.4234,33.4458,92321,0
16083,Twin Falls,Idaho,-114.6672,42.356,92121,0
33009,Grafton,New Hampshire,-71.8208,43.9407,91759,0
37157,Rockingham,North Carolina,-79.775,36.396,91585,0
48469,Victoria,Texas,-96.9715,28.7964,91281,0
29043,Christian,Missouri,-93.1889,36.9696,91229,0
36117,Wayne,New York,-77.0294,43.1566,91128,0
42097,Northumberland,Pennsylvania,-76.7095,40.852,90925,0
6045,Mendocino,California,-123.3915,39.4402,90709,0
37109,Lincoln,North Carolina,-81.2235,35.4856,90359,0
1043,Cullman,Alabama,-86.8676,34.1319,89463,0
55027,Dodge,Wisconsin,-88.7075,43.4163,88818,0
26087,Lapeer,Michigan,-83.2218,43.0901,88703,0
1051,Elmore,Alabama,-86.1492,32.5966,88669,0
41053,Polk,Oregon,-123.4132,44.9035,88553,0
16005,Bannock,Idaho,-112.2246,42.6685,88457,0
41033,Josephine,Oregon,-123.5555,42.3655,88069,0
37023,Burke,North Carolina,-81.7048,35.7496,87863,0
13013,Barrow,Georgia,-83.7127,33.9932,86982,0
48005,Angelina,Texas,-94.6119,31.2548,86791,0
53029,Island,Washington,-122.5481,48.163,86747,0
39119,Muskingum,Ohio,-81.9444,39.9654,86382,0
55055,Jefferson,Wisconsin,-88.7759,43.0208,85867,0
42073,Lawrence,Pennsylvania,-80.3347,40.9912,85423,0
44005,Newport,Rhode Island,-71.2363,41.5568,85095,0
48361,Orange,Texas,-93.8939,30.1213,84993,0
13127,Glynn,Georgia,-81.5407,31.2309,84987,0
51165,Rockingham,Virginia,-78.8757,38.512,84739,0
30013,Cascade,Montana,-111.347,47.308,84601,0
40145,Wagoner,Oklahoma,-95.5212,35.9611,84339,0
53041,Lewis,Washington,-122.3927,46.5778,83925,0
13095,Dougherty,Georgia,-84.2164,31.5335,83915,0
29021,Buchanan,Missouri,-94.8059,39.6598,83855,0
54107,Wood,West Virginia,-81.515,39.2112,83829,0
48099,Coryell,Texas,-97.7993,31.3909,83772,0
48213,Henderson,Texas,-95.8536,32.2119,83658,0
26111,Midland,Michigan,-84.3881,43.6468,83641,0
18067,Howard,Indiana,-86.1169,40.4836,83610,0
45075,Orangeburg,South Carolina,-80.8003,33.439,83531,0
42063,Indiana,Pennsylvania,-79.0876,40.652,83213,0
21029,Bullitt,Kentucky,-85.6959,37.9701,83209,0
42039,Crawford,Pennsylvania,-80.1062,41.6847,83189,0
28081,Lee,Mississippi,-88.6804,34.2899,83138,0
6115,Yuba,California,-121.3513,39.269,83079,0
18005,Bartholomew,Indiana,-85.8976,39.206,82881,0
36015,Chemung,New York,-76.76,42.1413,82805,0
20103,Leavenworth,Kansas,-95.038,39.1993,82493,0
40119,Payne,Oklahoma,-96.9756,36.0773,82290,0
29031,Cape Girardeau,Missouri,-89.6845,37.384,82180,0
22097,St. Landry,Louisiana,-92.0058,30.5989,82128,0
18059,Hancock,Indiana,-85.7732,39.8236,82013,0
12087,Monroe,Florida,-81.1089,25.3192,81840,0
13031,Bulloch,Georgia,-81.7432,32.3968,81372,0
47141,Putnam,Tennessee,-85.4952,36.1408,81366,0
55071,Manitowoc,Wisconsin,-87.8097,44.12,81314,0
1121,Talladega,Alabama,-86.1659,33.3801,81170,0
13157,Jackson,Georgia,-83.5664,34.1339,80640,0
37027,Caldwell,North Carolina,-81.5464,35.953,80618,0
18043,Floyd,Indiana,-85.907,38.3187,80512,0
18085,Kosciusko,Indiana,-85.8607,41.2441,80357,0
51019,Bedford,Virginia,-79.5242,37.3152,80254,0
41059,Umatilla,Oregon,-118.7369,45.5919,80087,0
51095,James City,Virginia,-76.7789,37.3289,80046,0
12131,Walton,Florida,-86.1697,30.6436,79846,0
56025,Natrona,Wyoming,-106.7986,42.9622,79735,0
45073,Oconee,South Carolina,-83.0659,34.7535,79566,0
53007,Chelan,Washington,-120.619,47.8692,79518,0
26037,Clinton,Michigan,-84.6015,42.9437,79419,0
51680,Lynchburg,Virginia,-79.1909,37.4003,79255,0
36105,Sullivan,New York,-74.7681,41.7164,79147,0
36019,Clinton,New York,-73.6782,44.7462,78961,0
42033,Clearfield,Pennsylvania,-78.4742,41,78902,0
37195,Wilson,North Carolina,-77.9187,35.7051,78648,0
37037,Chatham,North Carolina,-79.2554,35.7026,78319,0
48471,Walker,Texas,-95.5723,30.739,78292,0
47001,Anderson,Tennessee,-84.1985,36.1185,78175,0
28035,Forrest,Mississippi,-89.2579,31.1889,78027,0
51015,Augusta,Virginia,-79.1339,38.1644,77713,0
53009,Clallam,Washington,-123.9308,48.0493,77593,0
5145,White,Arkansas,-91.7456,35.2563,77395,0
35061,Valencia,New Mexico,-106.809,34.7155,77382,0
33005,Cheshire,New Hampshire,-72.2512,42.9193,76945,0
29051,Cole,Missouri,-92.2816,38.5054,76924,0
39141,Ross,Ohio,-83.057,39.3376,76748,0
49045,Tooele,Utah,-113.1311,40.4487,76648,0
36009,Cattaraugus,New York,-78.6788,42.2486,76479,0
53027,Grays Harbor,Washington,-123.7735,47.1503,76397,0
26159,Van Buren,Michigan,-86.0188,42.2513,75681,0
36011,Cayuga,New York,-76.5545,42.9175,75464,0
8014,Broomfield,Colorado,-105.0527,39.9541,75110,0
39043,Erie,Ohio,-82.6194,41.3641,74938,0
39063,Hancock,Ohio,-83.6665,41.0019,74885,0
5085,Lonoke,Arkansas,-91.8888,34.7543,74747,0
47147,Robertson,Tennessee,-86.8706,36.5255,74291,0
12107,Putnam,Florida,-81.7443,29.6087,74235,0
55141,Wood,Wisconsin,-90.0416,44.4553,74039,0
51061,Fauquier,Virginia,-77.8092,38.7386,73935,0
54081,Raleigh,West Virginia,-81.2487,37.7714,73666,0
15007,Kauai,Hawaii,-159.5961,22.04,73610,0
42111,Somerset,Pennsylvania,-79.0283,39.9725,73255,0
17183,Vermilion,Illinois,-87.7328,40.1834,73179,0
35025,Lea,New Mexico,-103.4125,32.7921,73154,40
39145,Scioto,Ohio,-82.9929,38.8039,73118,0
40125,Pottawatomie,Oklahoma,-96.9484,35.2066,73011,0
18011,Boone,Indiana,-86.4687,40.0508,72827,0
38035,Grand Forks,North Dakota,-97.4569,47.9219,72764,0
21047,Christian,Kentucky,-87.4904,36.8941,72599,0
30049,Lewis and Clark,Montana,-112.3904,47.1224,72580,0
48497,Wise,Texas,-97.6545,33.2159,72359,0
40037,Creek,Oklahoma,-96.3708,35.9026,72353,0
18109,Morgan,Indiana,-86.4462,39.4816,72202,0
28075,Lauderdale,Mississippi,-88.6625,32.4043,71984,0
37069,Franklin,North Carolina,-78.2857,36.0828,71962,0
1049,DeKalb,Alabama,-85.8041,34.4598,71946,0
20161,Riley,Kansas,-96.7352,39.2966,71710,0
37171,Surry,North Carolina,-80.688,36.4146,71407,0
35031,McKinley,New Mexico,-108.2618,35.5807,71172,0
25011,Franklin,Massachusetts,-72.5918,42.5831,70922,0
47059,Greene,Tennessee,-82.8458,36.1753,70919,0
12023,Columbia,Florida,-82.6215,30.2242,70755,0
51199,York,Virginia,-76.5635,37.2431,70590,0
55097,Portage,Wisconsin,-89.5014,44.476,70375,0
13285,Troup,Georgia,-85.0284,33.0335,69821,0
41035,Klamath,Oregon,-121.6501,42.6864,69812,0
48203,Harrison,Texas,-94.3715,32.5481,69584,0
48409,San Patricio,Texas,-97.5188,28.0092,69519,0
27013,Blue Earth,Minnesota,-94.067,44.0346,69386,0
45047,Greenwood,South Carolina,-82.1259,34.1537,69329,0
38101,Ward,North Dakota,-101.5418,48.2217,69232,0
22045,Iberia,Louisiana,-91.7308,29.8967,69194,0
37031,Carteret,North Carolina,-76.6589,34.8357,68652,0
21185,Oldham,Kentucky,-85.4483,38.3994,68600,0
13295,Walker,Georgia,-85.301,34.7356,68449,0
13047,Catoosa,Georgia,-85.1382,34.9036,68356,0
46083,Lincoln,South Dakota,-96.7218,43.2789,68286,0
35035,Otero,New Mexico,-105.7414,32.6132,68235,0
13255,Spalding,Georgia,-84.2841,33.2609,68215,0
6033,Lake,California,-122.7534,39.1,68139,0
26155,Shiawassee,Michigan,-84.1467,42.9537,68061,0
20015,Butler,Kansas,-96.839,37.7812,67916,0
45059,Laurens,South Carolina,-82.0057,34.4834,67904,0
24001,Allegany,Maryland,-78.6976,39.6214,67762,0
21145,McCracken,Kentucky,-88.7128,37.054,67584,0
36053,Madison,New York,-75.6696,42.9128,67572,0
27131,Rice,Minnesota,-93.2967,44.3543,67389,0
13103,Effingham,Georgia,-81.3414,32.3674,67265,0
23003,Aroostook,Maine,-68.5989,46.6589,67227,0
26117,Montcalm,Michigan,-85.1525,43.311,67174,0
27035,Crow Wing,Minnesota,-94.0709,46.4824,67113,0
53045,Mason,Washington,-123.193,47.3483,66968,0
45055,Kershaw,South Carolina,-80.5902,34.3388,66924,0
17199,Williamson,Illinois,-88.9299,37.7303,66902,0
29187,St. Francois,Missouri,-90.4723,37.8103,66864,0
28067,Jones,Mississippi,-89.1688,31.6225,66839,0
13179,Liberty,Georgia,-81.4949,31.8282,66826,0
26067,Ionia,Michigan,-85.0746,42.9451,66706,0
55017,Chippewa,Wisconsin,-91.2799,45.0694,66558,0
40101,Muskogee,Oklahoma,-95.3795,35.6162,66471,0
26103,Marquette,Michigan,-87.6416,46.4313,66430,0
18177,Wayne,Indiana,-85.0099,39.8644,66377,0
18053,Grant,Indiana,-85.6547,40.5158,66377,0
6069,San Benito,California,-121.075,36.6057,66056,0
37193,Wilkes,North Carolina,-81.163,36.2062,65983,0
39013,Belmont,Ohio,-80.9885,40.0158,65982,0
48427,Starr,Texas,-98.7387,26.5621,65809,0
5069,Jefferson,Arkansas,-91.9304,34.2683,65780,0
55111,Sauk,Wisconsin,-89.9482,43.4267,65759,0
4001,Apache,Arizona,-109.4888,35.3955,65680,0
27027,Clay,Minnesota,-96.4906,46.8923,65628,0
36113,Warren,New York,-73.846,43.561,65560,0
6103,Tehama,California,-122.2341,40.1256,65520,0
21199,Pulaski,Kentucky,-84.5772,37.1039,65503,0
54033,Harrison,West Virginia,-80.3799,39.2835,65407,0
39159,Union,Ohio,-83.3716,40.2994,65293,0
42025,Carbon,Pennsylvania,-75.7089,40.9182,65191,0
17001,Adams,Illinois,-91.1885,39.9879,65166,0
39101,Marion,Ohio,-83.1609,40.5872,65145,0
28073,Lamar,Mississippi,-89.5087,31.206,65081,0
42005,Armstrong,Pennsylvania,-79.4646,40.8121,65069,0
42037,Columbia,Pennsylvania,-76.4052,41.0486,65055,0
34033,Salem,New Jersey,-75.3491,39.5876,64973,0
47063,Hamblen,Tennessee,-83.2667,36.2171,64930,0
48347,Nacogdoches,Texas,-94.6159,31.616,64897,0
1127,Walker,Alabama,-87.2973,33.8033,64886,0
39081,Jefferson,Ohio,-80.761,40.385,64855,0
37161,Rutherford,North Carolina,-81.9198,35.4026,64850,0
41011,Coos,Oregon,-124.0594,43.1742,64832,0
18173,Warrick,Indiana,-87.2721,38.0922,64650,0
37105,Lee,North Carolina,-79.1715,35.4752,64565,0
26073,Isabella,Michigan,-84.8468,43.6406,64475,0
35005,Chaves,New Mexico,-104.4669,33.3633,64446,0
33001,Belknap,New Hampshire,-71.4227,43.5179,64300,0
45043,Georgetown,South Carolina,-79.3327,33.4343,64200,0
48221,Hood,Texas,-97.8323,32.4299,64198,0
5115,Pope,Arkansas,-93.0345,35.4479,63830,0
37167,Stanly,North Carolina,-80.251,35.3119,63557,0
37141,Pender,North Carolina,-77.9052,34.5249,63475,0
26015,Barry,Michigan,-85.309,42.595,62982,0
39083,Knox,Ohio,-82.4215,40.3988,62888,0
45031,Darlington,South Carolina,-79.9577,34.3325,62754,0
21125,Laurel,Kentucky,-84.1178,37.1107,62731,0
47035,Cumberland,Tennessee,-84.9984,35.9504,62529,0
37087,Haywood,North Carolina,-82.9822,35.556,62432,0
31079,Hall,Nebraska,-98.5022,40.8726,62431,0
40047,Garfield,Oklahoma,-97.7827,36.3791,62322,0
53071,Walla Walla,Washington,-118.4784,46.2298,62102,0
8045,Garfield,Colorado,-107.904,39.5993,62034,0
20155,Reno,Kansas,-98.086,37.953,61693,0
29113,Lincoln,Missouri,-90.96,39.058,61636,0
36051,Livingston,New York,-77.7755,42.728,61588,0
39009,Athens,Ohio,-82.0452,39.3339,61573,0
37077,Granville,North Carolina,-78.6527,36.304,61439,0
47167,Tipton,Tennessee,-89.7566,35.4973,61339,0
48467,Van Zandt,Texas,-95.8365,32.5637,61323,0
36021,Columbia,New York,-73.6318,42.2501,61245,0
35015,Eddy,New Mexico,-104.3044,32.4714,61114,2
36115,Washington,New York,-73.4308,43.3137,60883,0
26149,St. Joseph,Michigan,-85.5278,41.9144,60870,0
5033,Crawford,Arkansas,-94.2428,35.5881,60792,0
32019,Lyon,Nevada,-119.189,39.0206,60630,0
50021,Rutland,Vermont,-73.0363,43.5801,60484,0
27111,Otter Tail,Minnesota,-95.708,46.4088,60281,0
49021,Iron,Utah,-113.2895,37.8592,60201,0
51143,Pittsylvania,Virginia,-79.3971,36.8213,60148,0
42015,Bradford,Pennsylvania,-76.5154,41.7887,59971,0
50023,Washington,Vermont,-72.6148,44.2736,59958,0
36043,Herkimer,New York,-74.9624,43.4193,59932,0
2122,Kenai Peninsula,Alaska,-151.5651,60.2654,59843,2
36077,Otsego,New York,-75.0326,42.6338,59738,0
49003,Box Elder,Utah,-113.0821,41.521,59725,0
42103,Pike,Pennsylvania,-75.0338,41.332,59691,0
29145,Newton,Missouri,-94.3393,36.9055,59490,0
48473,Waller,Texas,-95.9876,30.0108,59455,0
39129,Pickaway,Ohio,-83.0244,39.6419,59407,0
39167,Washington,Ohio,-81.4953,39.4553,59318,0
1009,Blount,Alabama,-86.5674,33.9809,59292,0
1001,Autauga,Alabama,-86.6427,32.5349,59285,0
37163,Sampson,North Carolina,-78.3714,34.9916,59245,0
54055,Mercer,West Virginia,-81.1114,37.4055,59062,0
47031,Coffee,Tennessee,-86.0748,35.4906,58940,0
1113,Russell,Alabama,-85.1849,32.2884,58858,0
39143,Sandusky,Ohio,-83.1465,41.3561,58770,0
23017,Oxford,Maine,-70.7566,44.4999,58728,0
54037,Jefferson,West Virginia,-77.8628,39.3076,58546,0
39077,Huron,Ohio,-82.598,41.1463,58412,0
32510,Carson City,Nevada,-119.7476,39.1511,58364,0
13129,Gordon,Georgia,-84.8759,34.5032,58336,0
55021,Columbia,Wisconsin,-89.3337,43.4666,58322,0
21209,Scott,Kentucky,-84.5839,38.2916,58269,0
28087,Lowndes,Mississippi,-88.4433,33.4729,58187,0
50027,Windsor,Vermont,-72.5862,43.5799,57968,0
36037,Genesee,New York,-78.1937,43.0009,57943,0
48001,Anderson,Texas,-95.6525,31.8133,57825,0
48323,Maverick,Texas,-100.3145,28.7426,57770,0
1033,Colbert,Alabama,-87.8049,34.7005,57648,0
21195,Pike,Kentucky,-82.3958,37.4691,57466,0
47073,Hawkins,Tennessee,-82.9447,36.4412,57446,0
27025,Chisago,Minnesota,-92.9083,45.5025,57434,0
39087,Lawrence,Ohio,-82.5368,38.5984,57385,0
54079,Putnam,West Virginia,-81.909,38.5086,57250,0
22001,Acadia,Louisiana,-92.412,30.2906,57218,0
48199,Hardin,Texas,-94.3902,30.3324,57126,0
22113,Vermilion,Louisiana,-92.3242,29.8465,57031,0
47105,Loudon,Tennessee,-84.3119,35.7348,56996,0
28071,Lafayette,Mississippi,-89.4849,34.3568,56920,0
28109,Pearl River,Mississippi,-89.5896,30.7688,56781,0
47019,Carter,Tennessee,-82.1275,36.2928,56462,0
29213,Taney,Missouri,-93.0411,36.6548,56382,0
45021,Cherokee,South Carolina,-81.6206,35.0481,56299,0
8067,La Plata,Colorado,-107.8433,37.2866,56088,0
23009,Hancock,Maine,-68.3584,44.6647,56084,0
54049,Marion,West Virginia,-80.2434,39.51,56042,0
13039,Camden,Georgia,-81.6699,30.9306,56036,0
40051,Grady,Oklahoma,-97.8841,35.0169,55868,0
47089,Jefferson,Tennessee,-83.4463,36.051,55835,0
51031,Campbell,Virginia,-79.0966,37.2053,55398,0
8037,Eagle,Colorado,-106.6953,39.6278,55374,0
47043,Dickson,Tennessee,-87.3567,36.149,55197,0
17195,Whiteside,Illinois,-89.9141,41.7562,55192,0
51067,Franklin,Virginia,-79.8811,36.992,54958,0
37107,Lenoir,North Carolina,-77.6413,35.2388,54917,0
6109,Tuolumne,California,-119.9548,38.0276,54873,2
39147,Seneca,Ohio,-83.1277,41.1239,54861,0
37189,Watauga,North Carolina,-81.6964,36.2311,54607,0
47145,Roane,Tennessee,-84.5232,35.8479,54403,0
29101,Johnson,Missouri,-93.8064,38.7441,54331,0
1031,Coffee,Alabama,-85.9882,31.4027,54231,0
47107,McMinn,Tennessee,-84.6175,35.4248,54135,0
51191,Washington,Virginia,-81.9598,36.7244,53913,0
32007,Elko,Nevada,-115.3577,41.1458,53852,0
29169,Pulaski,Missouri,-92.2076,37.8246,53850,0
20169,Saline,Kansas,-97.65,38.7838,53801,0
21113,Jessamine,Kentucky,-84.5809,37.872,53792,0
48349,Navarro,Texas,-96.4725,32.047,53735,0
4007,Gila,Arizona,-110.8116,33.7997,53610,0
16065,Madison,Idaho,-111.6592,43.7841,53578,0
51047,Culpeper,Virginia,-77.9558,38.486,53563,0
19181,Warren,Iowa,-93.5615,41.3343,53484,0
17007,Boone,Illinois,-88.8234,42.3231,53316,0
24047,Worcester,Maryland,-75.334,38.2128,53279,0
32023,Nye,Nevada,-116.4718,38.0422,53207,0
41009,Columbia,Oregon,-123.0883,45.9438,53178,0
48265,Kerr,Texas,-99.35,30.0615,53166,0
37093,Hoke,North Carolina,-79.2373,35.0175,53102,0
26157,Tuscola,Michigan,-83.4167,43.4641,53071,0
17063,Grundy,Illinois,-88.4185,41.2851,52920,0
40147,Washington,Oklahoma,-95.9044,36.7152,52895,0
1071,Jackson,Alabama,-85.9994,34.7795,52839,0
36035,Fulton,New York,-74.4222,43.1138,52787,0
17077,Jackson,Illinois,-89.3821,37.7851,52706,0
55015,Calumet,Wisconsin,-88.2181,44.0816,52626,0
48401,Rusk,Texas,-94.7618,32.1077,52613,0
48325,Medina,Texas,-99.1101,29.3557,52419,0
39005,Ashland,Ohio,-82.2707,40.846,52296,0
22089,St. Charles,Louisiana,-90.3582,29.9055,51863,0
48373,Polk,Texas,-94.83,30.7927,51780,0
55135,Waupaca,Wisconsin,-88.9648,44.4705,51714,0
55043,Grant,Wisconsin,-90.7062,42.8675,51678,0
39037,Darke,Ohio,-84.6193,40.1332,51655,0
26027,Cass,Michigan,-85.9935,41.9154,51606,0
21073,Franklin,Kentucky,-84.877,38.2392,51563,1
22099,St. Martin,Louisiana,-91.6083,30.1291,51559,0
17141,Ogle,Illinois,-89.3207,42.0426,51536,0
48493,Wilson,Texas,-98.0866,29.174,51501,0
51660,Harrisonburg,Virginia,-78.8735,38.4362,51492,0
28105,Oktibbeha,Mississippi,-88.8793,33.4249,51473,0
47003,Bedford,Tennessee,-86.4589,35.5138,51291,0
33003,Carroll,New Hampshire,-71.2031,43.8738,51259,0
42127,Wayne,Pennsylvania,-75.3033,41.6487,51189,0
48073,Cherokee,Texas,-95.1652,31.837,51143,0
48053,Burnet,Texas,-98.1823,30.7884,51064,0
24035,Queen Anne's,Maryland,-76.02,39.068,50951,0
40083,Logan,Oklahoma,-97.4433,35.9193,50905,0
23025,Somerset,Maine,-69.9589,45.5139,50852,0
18029,Dearborn,Indiana,-84.9732,39.1452,50828,0
41041,Lincoln,Oregon,-123.8682,44.642,50632,0
47053,Gibson,Tennessee,-88.9326,35.9966,50610,0
44001,Bristol,Rhode Island,-71.284,41.7173,50568,0
37047,Columbus,North Carolina,-78.655,34.2657,50453,0
48277,Lamar,Texas,-95.5712,33.6673,50421,7
26123,Newaygo,Michigan,-85.8009,43.5542,50414,0
50011,Franklin,Vermont,-72.9131,44.8576,50379,0
51089,Henry,Virginia,-79.874,36.6828,50365,0
31019,Buffalo,Nebraska,-99.075,40.8552,50323,0
42121,Venango,Pennsylvania,-79.758,41.401,50096,0
48013,Atascosa,Texas,-98.5272,28.8935,50058,0
27169,Winona,Minnesota,-91.7792,43.9869,49705,0
32005,Douglas,Nevada,-119.6162,38.9123,49624,0
13175,Laurens,Georgia,-82.9222,32.4636,49619,0
1045,Dale,Alabama,-85.611,31.4318,49516,0
36057,Montgomery,New York,-74.4397,42.9023,49461,0
16017,Bonner,Idaho,-116.6011,48.3,49456,0
8043,Fremont,Colorado,-105.4395,38.4731,49394,0
17095,Knox,Illinois,-90.2132,40.9318,49294,0
48071,Chambers,Texas,-94.61,29.7384,49178,0
37061,Duplin,North Carolina,-77.933,34.9365,49053,0
16011,Bingham,Idaho,-112.3981,43.2166,48993,0
17073,Henry,Illinois,-90.1314,41.3531,48948,0
18065,Henry,Indiana,-85.3964,39.9311,48896,0
37065,Edgecombe,North Carolina,-77.5971,35.9129,48777,0
40079,Le Flore,Oklahoma,-94.7034,34.9003,48728,0
21211,Shelby,Kentucky,-85.1948,38.2155,48599,0
22101,St. Mary,Louisiana,-91.4486,29.7207,48455,0
40019,Carter,Oklahoma,-97.2858,34.2509,48255,0
